Restaurent name,Cuisine types,Rating,Price,Distance,Location,what_people_like_about_us,textual_features
Effe Cafe,"South Indian, Italian, Pizza, Burger, Bar Food, Coffee, Beverages, Desserts",4.2,"₹1,000 for two",12.2,"Papaya Tree Hotel, Indore","Breakfast, Brewed Beer, Comfortable Seating","South Indian, Italian, Pizza, Burger, Bar Food, Coffee, Beverages, DessertsBreakfast, Brewed Beer, Comfortable Seating₹1,000 for two4.2"
Good For Gut,"North Indian, Burger, Sandwich, Fast Food",3.9,₹300 for two,4.2,"Old Palasia, Indore","Seasonal Menu, Courteous Staff, Creative Cuisine","North Indian, Burger, Sandwich, Fast FoodSeasonal Menu, Courteous Staff, Creative Cuisine₹300 for two3.9"
Johny Hot Dog,"Fast Food, Hot dogs, Street Food",-,₹150 for two,2.8,"56 Dukan, New Palasia, Indore","Efficient Service, Staff, Consistent Quality","Fast Food, Hot dogs, Street FoodEfficient Service, Staff, Consistent Quality₹150 for two-"
Hunger World Cafe,"Burger, Sandwich, Pizza, Fast Food, Shake, Beverages, Cafe",-,₹300 for two,6.0,"Vijay Nagar, Indore","Peaceful Ambience, Comfortable Seating, Quantity","Burger, Sandwich, Pizza, Fast Food, Shake, Beverages, CafePeaceful Ambience, Comfortable Seating, Quantity₹300 for two-"
Epicure,"North Indian, Asian, Chinese, Continental, Biryani, Desserts, Bar Food",New,"₹2,100 for two",2.2,"South Tukoganj, Indore","Courteous Staff, Inviting Decor, Quantity","North Indian, Asian, Chinese, Continental, Biryani, Desserts, Bar FoodCourteous Staff, Inviting Decor, Quantity₹2,100 for twoNew"
Twilight - Hotel WOW CREST IHCL SELEQTIONS,"Bar Food, North Indian, Chinese, Continental, Italian, Pizza, Pasta, Beverages",4.4,"₹2,400 for two",4.6,"Hotel Wow, Vijay Nagar, Indore","Staff, Trendy Setting, Hospitality","Bar Food, North Indian, Chinese, Continental, Italian, Pizza, Pasta, BeveragesStaff, Trendy Setting, Hospitality₹2,400 for two4.4"
Chav - Truly Indian,North Indian,3.9,₹350 for two,4.8,"Khajrana, Indore","Attentive Service, Good Music, Perfect Place","North IndianAttentive Service, Good Music, Perfect Place₹350 for two3.9"
Oye24,"North Indian, Street Food",4.1,₹500 for two,6.6,"By Pass Road (North), Indore","Sophisticated, Brewed Beer, Perfect Place","North Indian, Street FoodSophisticated, Brewed Beer, Perfect Place₹500 for two4.1"
Veera Di Hatti,"North Indian, Kebab",4.4,₹400 for two,2.7,"Sapna Sangeeta, Indore","Local Sourcing, Satisfying Portions, Well-priced Options","North Indian, KebabLocal Sourcing, Satisfying Portions, Well-priced Options₹400 for two4.4"
Domino's Pizza,"Pizza, Italian, Pasta, Fast Food",3.9,₹400 for two,3.8,"Old Palasia, Indore","Sustainable Practices, Great Service, Customizable Dishes","Pizza, Italian, Pasta, Fast FoodSustainable Practices, Great Service, Customizable Dishes₹400 for two3.9"
Lite Meal Cafe & Restaurant,"North Indian, Sandwich, Pizza, Burger, Fast Food, Chinese, Shake, Beverages",3.4,₹350 for two,3.2,"New Palasia, Indore","Good Bartenders, Sustainable Practices, Warm Atmosphere","North Indian, Sandwich, Pizza, Burger, Fast Food, Chinese, Shake, BeveragesGood Bartenders, Sustainable Practices, Warm Atmosphere₹350 for two3.4"
Restro Delight,"North Indian, Chinese, Biryani, Rolls",3.9,"₹1,000 for two",5.0,"Vijay Nagar, Indore","Innovative Dishes, Seasonal Menu, Local Sourcing","North Indian, Chinese, Biryani, RollsInnovative Dishes, Seasonal Menu, Local Sourcing₹1,000 for two3.9"
Goldy Di Hatti,"North Indian, Mughlai, Biryani, Chinese, Seafood, Street Food",3.9,₹550 for two,6.2,"Vijay Nagar, Indore","Satisfying Portions, Sophisticated, Sustainable Practices","North Indian, Mughlai, Biryani, Chinese, Seafood, Street FoodSatisfying Portions, Sophisticated, Sustainable Practices₹550 for two3.9"
City Of Dreams,"Bar Food, North Indian, Biryani, Chinese, Sandwich, Fast Food, Desserts",-,"₹1,000 for two",4.3,"Vijay Nagar, Indore","Trendy Setting, Great for Dates, Brewed Beer","Bar Food, North Indian, Biryani, Chinese, Sandwich, Fast Food, DessertsTrendy Setting, Great for Dates, Brewed Beer₹1,000 for two-"
Best Western Plus,"North Indian, Biryani, Fast Food, Chinese, Desserts",4.2,"₹1,000 for two",4.7,"Vijay Nagar, Indore","Brewed Beer, Authentic Flavors, Comfortable Seating","North Indian, Biryani, Fast Food, Chinese, DessertsBrewed Beer, Authentic Flavors, Comfortable Seating₹1,000 for two4.2"
T. O'Clock Cafe,"Pizza, Fast Food, Street Food, Shake, Beverages",3.0,₹300 for two,6.2,"Rajendra Nagar, Indore","Exquisite Taste, Customizable Dishes, Ambience","Pizza, Fast Food, Street Food, Shake, BeveragesExquisite Taste, Customizable Dishes, Ambience₹300 for two3.0"
Jamnaram's Pure Veg Multi-Cuisine Fine Dine Restaurant,"North Indian, Chinese, Continental, Italian, Sandwich, Fast Food, Salad, Desserts",3.7,"₹1,000 for two",7.6,"By Pass Road (South), Indore","Friendly Staff, Breakfast, Extensive Mocktail Menu","North Indian, Chinese, Continental, Italian, Sandwich, Fast Food, Salad, DessertsFriendly Staff, Breakfast, Extensive Mocktail Menu₹1,000 for two3.7"
Cafe Udipi,South Indian,4.5,₹400 for two,3.1,"Old Palasia, Indore","Hospitable Staff, Perfect Place, Live Sports Screening","South IndianHospitable Staff, Perfect Place, Live Sports Screening₹400 for two4.5"
Bakenza,"Sandwich, Burger, Momos, Street Food, Fast Food, Coffee, Shake, Beverages",-,₹300 for two,4.5,"Airport Road, Indore","Main Course, Great Service, Memorable Experience","Sandwich, Burger, Momos, Street Food, Fast Food, Coffee, Shake, BeveragesMain Course, Great Service, Memorable Experience₹300 for two-"
Delectable Delights - Sayaji Hotel,"North Indian, Chinese, Beverages",4.7,"₹1,800 for two",4.4,"Sayaji Hotel, Vijay Nagar, Indore","Brewed Beer, Comfortable Seating, Live Sports Screening","North Indian, Chinese, BeveragesBrewed Beer, Comfortable Seating, Live Sports Screening₹1,800 for two4.7"
Shree Chotiwala Restaurant,"North Indian, Chinese",3.9,"₹1,000 for two",2.1,"South Tukoganj, Indore","Courteous Staff, Staff, Good Bartenders","North Indian, ChineseCourteous Staff, Staff, Good Bartenders₹1,000 for two3.9"
Vrindavan Restaurant,"North Indian, Chinese, Biryani, Salad, Desserts, Beverages",3.5,₹750 for two,2.6,"New Palasia, Indore","Memorable Experience, Ambience, Young Crowd","North Indian, Chinese, Biryani, Salad, Desserts, BeveragesMemorable Experience, Ambience, Young Crowd₹750 for two3.5"
Chef Lucky's Paratha On Wheels,"North Indian, Biryani, Beverages",4.3,₹500 for two,4.7,"Vijay Nagar, Indore","Inviting Decor, Hospitable Staff, Young Crowd","North Indian, Biryani, BeveragesInviting Decor, Hospitable Staff, Young Crowd₹500 for two4.3"
Indiya Oye - Radisson Blue Hotel,"North Indian, Mughlai, Kebab, Desserts",4.0,"₹3,500 for two",5.4,"Radisson Blu Hotel, Vijay Nagar, Indore","Local Sourcing, Quantity, Creative Cuisine","North Indian, Mughlai, Kebab, DessertsLocal Sourcing, Quantity, Creative Cuisine₹3,500 for two4.0"
Shawarma Grill,"Shawarma, Momos",3.8,₹350 for two,6.6,"By Pass Road (South), Indore","Main Course, Great Service, Authentic Flavors","Shawarma, MomosMain Course, Great Service, Authentic Flavors₹350 for two3.8"
Apna Sweets,"Desserts, Ice Cream, Juices, Shake, Beverages",3.7,₹350 for two,4.7,"Vijay Nagar, Indore","Consistent Quality, Impeccable Presentation, Perfect Place","Desserts, Ice Cream, Juices, Shake, BeveragesConsistent Quality, Impeccable Presentation, Perfect Place₹350 for two3.7"
Bam-Booze Family Restaurant - Golden Treat,"North Indian, Mughlai, Chinese, Seafood, Kebab, Sandwich, Biryani, Beverages",4.1,"₹1,200 for two",3.6,"Bhawar Kuan, Indore","Hospitality, Diverse Menu, Weekend Brunch","North Indian, Mughlai, Chinese, Seafood, Kebab, Sandwich, Biryani, BeveragesHospitality, Diverse Menu, Weekend Brunch₹1,200 for two4.1"
Kesarlal Pure Veg Restaurant,"North Indian, Chinese, Beverages",-,₹500 for two,10.2,"By Pass Road (South), Indore","Flavorful Creations, Great for Dates, Attentive Service","North Indian, Chinese, BeveragesFlavorful Creations, Great for Dates, Attentive Service₹500 for two-"
Hotel Apna Avenue Foody,"North Indian, South Indian, Chinese, Fast Food, Desserts, Beverages",4.0,"₹1,000 for two",2.5,"New Palasia, Indore","Cafe, Innovative Dishes, Live Sports Screening","North Indian, South Indian, Chinese, Fast Food, Desserts, BeveragesCafe, Innovative Dishes, Live Sports Screening₹1,000 for two4.0"
Mama Ji Ka Dhaba,"North Indian, Chinese",3.7,₹300 for two,11.3,"Rau, Indore","Main Course, Cafe, Satisfying Portions","North Indian, ChineseMain Course, Cafe, Satisfying Portions₹300 for two3.7"
Sigdi - Sizzler & South Indian,"South Indian, Momos",3.9,₹800 for two,7.6,"By Pass Road (North), Indore","Diverse Menu, Warm Atmosphere, Flavorful Creations","South Indian, MomosDiverse Menu, Warm Atmosphere, Flavorful Creations₹800 for two3.9"
Tea & Shakes,"Chinese, Pizza, Sandwich, Pasta, Salad, North Indian, Beverages",3.8,₹500 for two,5.2,"Vijay Nagar, Indore","Good Bartenders, Diverse Menu, Efficient Service","Chinese, Pizza, Sandwich, Pasta, Salad, North Indian, BeveragesGood Bartenders, Diverse Menu, Efficient Service₹500 for two3.8"
The Frontier Pavilion,"North Indian, Continental, Bar Food, Chinese, Salad, Oriental, Desserts",3.9,"₹1,500 for two",4.9,"Bhawar Kuan, Indore","Flavorful Creations, Good Bartenders, Creative Cuisine","North Indian, Continental, Bar Food, Chinese, Salad, Oriental, DessertsFlavorful Creations, Good Bartenders, Creative Cuisine₹1,500 for two3.9"
Kebabilal's,"North Indian, Chinese, Mughlai, Kebab, Biryani, Desserts, Beverages",3.7,₹800 for two,4.3,"Bhawar Kuan, Indore","Warm Atmosphere, Fresh Ingredients, Diverse Menu","North Indian, Chinese, Mughlai, Kebab, Biryani, Desserts, BeveragesWarm Atmosphere, Fresh Ingredients, Diverse Menu₹800 for two3.7"
Saffron,"North Indian, Chinese, South Indian, Pizza, Sandwich, Fast Food, Ice Cream, Beverages",3.1,₹400 for two,3.0,"Ranjeet Hanuman, Indore","Fresh Ingredients, Consistent Quality, Ambience","North Indian, Chinese, South Indian, Pizza, Sandwich, Fast Food, Ice Cream, BeveragesFresh Ingredients, Consistent Quality, Ambience₹400 for two3.1"
Carobar  Indore,"North Indian, Mughlai, Chinese, Biryani",3.9,"₹1,400 for two",8.6,"By Pass Road (North), Indore","Consistent Quality, Clean Environment, Authentic Flavors","North Indian, Mughlai, Chinese, BiryaniConsistent Quality, Clean Environment, Authentic Flavors₹1,400 for two3.9"
Real Paprika Pizzeria,"Pizza, Fast Food, Shake, Beverages",3.3,₹400 for two,4.9,"Sudama Nagar, Indore","Attentive Service, Satisfying Portions, Diverse Menu","Pizza, Fast Food, Shake, BeveragesAttentive Service, Satisfying Portions, Diverse Menu₹400 for two3.3"
Wah Wah Chaap,"North Indian, Chinese, Rolls, Biryani, Desserts, Shake, Beverages",4.1,₹400 for two,5.5,"Vijay Nagar, Indore","Local Sourcing, Clean Environment, Exquisite Taste","North Indian, Chinese, Rolls, Biryani, Desserts, Shake, BeveragesLocal Sourcing, Clean Environment, Exquisite Taste₹400 for two4.1"
Yes Boss - The Food Court,"North Indian, Continental, Chinese, Fast Food, Shake, Beverages",2.9,₹450 for two,7.5,"Vijay Nagar, Indore","Trendy Setting, Sustainable Practices, Warm Atmosphere","North Indian, Continental, Chinese, Fast Food, Shake, BeveragesTrendy Setting, Sustainable Practices, Warm Atmosphere₹450 for two2.9"
Prithvilok Restaurant,North Indian,4.2,₹500 for two,1.0,"Rajwada, Indore","Impeccable Presentation, Brewed Beer, Exquisite Taste","North IndianImpeccable Presentation, Brewed Beer, Exquisite Taste₹500 for two4.2"
Shree Hari Om Dhaba,North Indian,4.1,₹150 for two,7.7,"Rajendra Nagar, Indore","Cozy Ambiance, Warm Atmosphere, Clean Environment","North IndianCozy Ambiance, Warm Atmosphere, Clean Environment₹150 for two4.1"
Buddy's,"Cafe, North Indian, Chinese, Mexican, Pasta, Fast Food, Desserts, Beverages",3.2,₹700 for two,2.4,"South Tukoganj, Indore","Efficient Service, Weekend Brunch, Ambience","Cafe, North Indian, Chinese, Mexican, Pasta, Fast Food, Desserts, BeveragesEfficient Service, Weekend Brunch, Ambience₹700 for two3.2"
Hotel Kalinga,"North Indian, Chinese, Continental, Biryani, Kebab, Mughlai, Seafood, Fast Food",4.0,"₹1,000 for two",2.1,"South Tukoganj, Indore","Authentic Flavors, Seasonal Menu, Impeccable Presentation","North Indian, Chinese, Continental, Biryani, Kebab, Mughlai, Seafood, Fast FoodAuthentic Flavors, Seasonal Menu, Impeccable Presentation₹1,000 for two4.0"
Indore Accent - By AFC,"North Indian, Continental",4.0,"₹1,000 for two",7.7,"MR 10 Road, Indore","Trendy Setting, Efficient Service, Breakfast","North Indian, ContinentalTrendy Setting, Efficient Service, Breakfast₹1,000 for two4.0"
Opium Bar By The Roof,"Bar Food, North Indian, Mughlai, Chinese, Seafood, Biryani, Desserts, Beverages",4.3,"₹2,000 for two",5.8,"Infiniti Hotel, Vijay Nagar, Indore","Ambience, Great Service, Efficient Service","Bar Food, North Indian, Mughlai, Chinese, Seafood, Biryani, Desserts, BeveragesAmbience, Great Service, Efficient Service₹2,000 for two4.3"
Poonam's Patisserie,"Bakery, Desserts",3.8,₹350 for two,3.0,"Sapna Sangeeta, Indore","Extensive Mocktail Menu, Friendly Staff, Efficient Service","Bakery, DessertsExtensive Mocktail Menu, Friendly Staff, Efficient Service₹350 for two3.8"
Hotel 5 Senses,"North Indian, Chinese, Salad, Pizza, Fast Food, Beverages",-,₹400 for two,25.8,"Mhow, Indore","Exquisite Taste, Authentic Flavors, Diverse Menu","North Indian, Chinese, Salad, Pizza, Fast Food, BeveragesExquisite Taste, Authentic Flavors, Diverse Menu₹400 for two-"
Pizzaporium,"Pizza, Chinese, Fast Food, Beverages",2.9,₹350 for two,4.3,"Vijay Nagar, Indore","Authentic Flavors, Perfect Place, Young Crowd","Pizza, Chinese, Fast Food, BeveragesAuthentic Flavors, Perfect Place, Young Crowd₹350 for two2.9"
Rolls Mania,"Rolls, Fast Food, Beverages",3.6,₹300 for two,5.5,"Vijay Nagar, Indore","Local Sourcing, Exquisite Taste, Cafe","Rolls, Fast Food, BeveragesLocal Sourcing, Exquisite Taste, Cafe₹300 for two3.6"
Sassy House - All Day Cafe,"Cafe, Fast Food, North Indian, Beverages, Desserts, Pizza, Pasta",3.6,₹650 for two,5.1,"Vijay Nagar, Indore","Weekend Brunch, Young Crowd, Cozy Ambiance","Cafe, Fast Food, North Indian, Beverages, Desserts, Pizza, PastaWeekend Brunch, Young Crowd, Cozy Ambiance₹650 for two3.6"
F For Fries,"Fast Food, Beverages",-,₹300 for two,3.9,"Old Palasia, Indore","Friendly Staff, Satisfying Portions, Hospitable Staff","Fast Food, BeveragesFriendly Staff, Satisfying Portions, Hospitable Staff₹300 for two-"
The Belgian Street,"Continental, Italian, Fast Food, Street Food, Ice Cream, Desserts, Coffee, Beverages",-,₹600 for two,5.2,"Vijay Nagar, Indore","Innovative Dishes, Impeccable Presentation, Ambience","Continental, Italian, Fast Food, Street Food, Ice Cream, Desserts, Coffee, BeveragesInnovative Dishes, Impeccable Presentation, Ambience₹600 for two-"
King Of Cakes,"Bakery, Desserts, Street Food",3.8,₹450 for two,6.7,"Vijay Nagar, Indore","Innovative Dishes, Friendly Staff, Vintage Decor","Bakery, Desserts, Street FoodInnovative Dishes, Friendly Staff, Vintage Decor₹450 for two3.8"
Charpai - The Dhaba,"North Indian, Biryani, Chinese, Desserts, Beverages",3.5,"₹1,000 for two",10.5,"MR 10 Road, Indore","Vintage Decor, Local Sourcing, Well-priced Options","North Indian, Biryani, Chinese, Desserts, BeveragesVintage Decor, Local Sourcing, Well-priced Options₹1,000 for two3.5"
Pitchers Cafebar,"North Indian, Pizza, Chinese, Bar Food, Beverages",4.8,"₹1,000 for two",4.2,"Vijay Nagar, Indore","Efficient Service, Diverse Menu, Ambiance","North Indian, Pizza, Chinese, Bar Food, BeveragesEfficient Service, Diverse Menu, Ambiance₹1,000 for two4.8"
Mr. Bistro,"Sandwich, Wraps, Fast Food, Coffee, Beverages",-,₹400 for two,3.9,"Khajrana, Indore","Great Service, Customizable Dishes, Weekend Brunch","Sandwich, Wraps, Fast Food, Coffee, BeveragesGreat Service, Customizable Dishes, Weekend Brunch₹400 for two-"
Heritage By Shikarwadi,"Chinese, North Indian, Mughlai",-,₹450 for two,7.4,"By Pass Road (North), Indore","Diverse Menu, Seasonal Menu, Trendy Setting","Chinese, North Indian, MughlaiDiverse Menu, Seasonal Menu, Trendy Setting₹450 for two-"
Orion Cafe Restro,"Chinese, North Indian, Sandwich, Pizza, Fast Food, Desserts, Beverages",4.2,₹800 for two,8.0,"By Pass Road (North), Indore","Hospitality, Ambiance, Brewed Beer","Chinese, North Indian, Sandwich, Pizza, Fast Food, Desserts, BeveragesHospitality, Ambiance, Brewed Beer₹800 for two4.2"
Municipal Cafe Bar,"North Indian, Italian, Desserts",-,"₹1,450 for two",5.2,"Vijay Nagar, Indore","Exquisite Taste, Efficient Service, Clean Environment","North Indian, Italian, DessertsExquisite Taste, Efficient Service, Clean Environment₹1,450 for two-"
Maa Ki Rasoi,"North Indian, Chinese, Mughlai",3.1,₹700 for two,5.1,"Mangal City Mall, Vijay Nagar, Indore","Innovative Dishes, Brewed Beer, Diverse Menu","North Indian, Chinese, MughlaiInnovative Dishes, Brewed Beer, Diverse Menu₹700 for two3.1"
Zakir Family Restaurant,"North Indian, Mughlai, Kebab, Lebanese, Chinese, Seafood, Biryani",4.2,"₹1,000 for two",4.6,"Khajrana, Indore","Inviting Decor, Courteous Staff, Quantity","North Indian, Mughlai, Kebab, Lebanese, Chinese, Seafood, BiryaniInviting Decor, Courteous Staff, Quantity₹1,000 for two4.2"
Chai Sutta Bar,"Tea, Coffee, Shake, Sandwich, Pizza, Burger, Fast Food, Street Food",-,₹200 for two,6.6,"Bhawar Kuan, Indore","Flavorful Creations, Quantity, Fresh Ingredients","Tea, Coffee, Shake, Sandwich, Pizza, Burger, Fast Food, Street FoodFlavorful Creations, Quantity, Fresh Ingredients₹200 for two-"
Guru Kripa,"North Indian, Fast Food, Chinese",4.0,₹450 for two,13.0,"Rau, Indore","Vintage Decor, Innovative Dishes, Perfect Place","North Indian, Fast Food, ChineseVintage Decor, Innovative Dishes, Perfect Place₹450 for two4.0"
BTS FOOD WORLD,"Chinese, Pizza, Sandwich, Tea, Shake, Beverages",New,₹300 for two,3.7,"Bhawar Kuan, Indore","Creative Cuisine, Ambiance, Satisfying Portions","Chinese, Pizza, Sandwich, Tea, Shake, BeveragesCreative Cuisine, Ambiance, Satisfying Portions₹300 for twoNew"
Kapoors Restaurant,North Indian,3.8,₹400 for two,3.2,"Sapna Sangeeta, Indore","Staff, Hospitality, Brewed Beer","North IndianStaff, Hospitality, Brewed Beer₹400 for two3.8"
Ice Cream Factory And Shahi Durbar,"Ice Cream, Desserts",-,₹200 for two,2.8,"South Tukoganj, Indore","Ambiance, Staff, Trendy Setting","Ice Cream, DessertsAmbiance, Staff, Trendy Setting₹200 for two-"
